Data from North Dakota Agricultural Weather Network https://ndawn.ndsu.nodak.edu,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Observation Table for January 1 1990 to March 1 2025,,,,,,,,,,,,,,,,,,,,,,,,,
Flag Definition Line: M - Missing; E - Estimated; N/A - Not Available,,,,,,,,,,,,,,,,,,,,,,,,,
,deg,deg,ft,,,,Degrees C,,Degrees C,Degrees C,,Degrees C,,Degrees C,Degrees C,,Degrees C,,Degrees C,Degrees C,mm,,mm,%,
Streeter,46.71797,-99.46081,1944,1992,09,25,18.14,,18.794,-0.654,,8.64,,5.789,2.851,,13.39,,12.289,1.101,0,,1.27,63,
Streeter,46.71797,-99.46081,1944,1992,09,26,14.75,,18.517,-3.767,,2.194,,5.517,-3.323,,8.472,,12.017,-3.544,0,,1.524,63,
Streeter,46.71797,-99.46081,1944,1992,09,27,15.27,,18.239,-2.969,,-4.9,,5.289,-10.189,,5.185,,11.761,-6.576,0,,1.27,63,
Streeter,46.71797,-99.46081,1944,1992,09,28,14.67,,17.95,-3.28,,-7.04,,5.056,-12.096,,3.815,,11.5,-7.685,0,,1.524,63,
Streeter,46.71797,-99.46081,1944,1992,09,29,25.83,,17.672,8.158,,1.627,,4.789,-3.162,,13.729,,11.233,2.496,0,,1.27,63,
Streeter,46.71797,-99.46081,1944,1992,09,30,29.39,,17.383,12.007,,4.969,,4.556,0.413,,17.179,,10.972,6.207,0,,1.524,63,
Streeter,46.71797,-99.46081,1944,1992,10,01,32.09,,17.1,14.99,,9.39,,4.278,5.112,,20.74,,10.689,10.051,0,,1.524,63,
Streeter,46.71797,-99.46081,1944,1992,10,02,24.87,,16.811,8.059,,8.58,,4.056,4.524,,16.725,,10.433,6.292,0,,1.524,63,
Streeter,46.71797,-99.46081,1944,1992,10,03,23.06,,16.533,6.527,,7.91,,3.778,4.132,,15.485,,10.156,5.329,0,,1.524,63,
Streeter,46.71797,-99.46081,1944,1992,10,04,24.38,,16.244,8.136,,7.98,,3.544,4.436,,16.18,,9.894,6.286,0,,1.524,62,
Streeter,46.71797,-99.46081,1944,1992,10,05,15.63,,15.911,-0.281,,4.591,,3.272,1.319,,10.111,,9.594,0.516,0,,1.778,62,
Streeter,46.71797,-99.46081,1944,1992,10,06,10.35,,15.628,-5.278,,-3.02,,3.039,-6.059,,3.665,,9.333,-5.668,0,,1.27,62,
Streeter,46.71797,-99.46081,1944,1992,10,07,9.096,E,15.339,-6.243,E,-1.348,E,2.761,-4.109,E,3.874,E,9.05,-5.176,0,E,1.524,62,E
Streeter,46.71797,-99.46081,1944,1992,10,08,12.54,,15.006,-2.466,,-4.229,,2.528,-6.757,,4.156,,8.767,-4.611,0,,1.524,62,
Streeter,46.71797,-99.46081,1944,1992,10,09,13.13,,14.717,-1.587,,-2.563,,2.25,-4.813,,5.284,,8.483,-3.199,0,,1.27,62,
Streeter,46.71797,-99.46081,1944,1992,10,10,15,,14.383,0.617,,-1.683,,1.972,-3.655,,6.659,,8.178,-1.519,0,,1.27,62,
Streeter,46.71797,-99.46081,1944,1992,10,11,21.7,,14.106,7.594,,1.335,,1.739,-0.404,,11.518,,7.922,3.596,0,,1.27,62,
Streeter,46.71797,-99.46081,1944,1992,10,12,8.05,,13.772,-5.722,,-3.595,,1.467,-5.062,,2.228,,7.622,-5.394,0,,1.27,62,
Streeter,46.71797,-99.46081,1944,1992,10,13,8.88,,13.489,-4.609,,-3.175,,1.222,-4.397,,2.853,,7.356,-4.503,0,,1.524,62,
Streeter,46.71797,-99.46081,1944,1992,10,14,5.22,,13.156,-7.936,,-7.33,,0.944,-8.274,,-1.055,,7.05,-8.105,0,,1.27,62,
Streeter,46.71797,-99.46081,1944,1992,10,15,-0.836,E,12.822,-13.658,E,-2.717,,0.711,-3.428,,-1.776,E,6.767,-8.543,0,E,1.524,62,E
Streeter,46.71797,-99.46081,1944,1992,10,16,0.44,,12.533,-12.093,,-10.27,,0.433,-10.703,,-4.915,,6.483,-11.398,0,,1.524,62,
Streeter,46.71797,-99.46081,1944,1992,10,17,1.255,,12.2,-10.945,,-7.42,,0.156,-7.576,,-3.082,,6.178,-9.26,0,,1.524,62,
Streeter,46.71797,-99.46081,1944,1992,10,18,3.414,,11.872,-8.458,,-5.771,,-0.072,-5.699,,-1.178,,5.9,-7.078,0,,1.27,61,
Streeter,46.71797,-99.46081,1944,1992,10,19,14.23,,11.594,2.636,,-1.309,,-0.35,-0.959,,6.461,,5.622,0.838,0,,1.524,61,
Streeter,46.71797,-99.46081,1944,1992,10,20,10.34,,11.261,-0.921,,0.709,,-0.583,1.292,,5.524,,5.339,0.186,0,,1.27,61,
Streeter,46.71797,-99.46081,1944,1992,10,21,23.7,,10.928,12.772,,1.478,,-0.85,2.328,,12.589,,5.039,7.55,0,,1.27,61,
Streeter,46.71797,-99.46081,1944,1992,10,22,26.17,,10.606,15.564,,3.948,,-1.083,5.031,,15.059,,4.761,10.298,0,,1.016,61,
Streeter,46.71797,-99.46081,1944,1992,10,23,21.76,,10.317,11.443,,4.448,,-1.361,5.809,,13.104,,4.478,8.626,0,,1.27,61,
Streeter,46.71797,-99.46081,1944,1992,10,24,23.84,,9.994,13.846,,2.452,,-1.639,4.091,,13.146,,4.178,8.968,0,,1.27,61,
Streeter,46.71797,-99.46081,1944,1992,10,25,15.68,,9.661,6.019,,-0.652,,-1.872,1.22,,7.514,,3.894,3.619,0,,1.016,61,
Streeter,46.71797,-99.46081,1944,1992,10,26,13.23,,9.383,3.847,,-5.855,,-2.139,-3.716,,3.688,,3.622,0.066,0,,1.016,61,
Streeter,46.71797,-99.46081,1944,1992,10,27,12.97,,9.05,3.92,,-0.853,,-2.372,1.519,,6.059,,3.339,2.72,0,,1.27,61,
Streeter,46.71797,-99.46081,1944,1992,10,28,5.506,,8.728,-3.222,,-6.007,,-2.65,-3.357,,-0.251,,3.039,-3.289,0,,1.016,61,
Streeter,46.71797,-99.46081,1944,1992,10,29,7.71,,8.439,-0.729,,-9.24,,-2.872,-6.368,,-0.765,,2.783,-3.548,0,,1.016,61,
Streeter,46.71797,-99.46081,1944,1992,10,30,2.669,,8.117,-5.448,,-0.824,,-3.15,2.326,,0.923,,2.483,-1.561,0,E,0.762,61,E
Streeter,46.71797,-99.46081,1944,1992,10,31,0.432,,7.789,-7.357,,-0.806,,-3.372,2.566,,-0.187,,2.211,-2.398,8.661,E,1.016,61,E
Streeter,46.71797,-99.46081,1944,1992,11,01,0.502,,7.511,-7.009,,-0.916,,-3.639,2.723,,-0.207,,1.933,-2.14,,M,0.762,,M
Streeter,46.71797,-99.46081,1944,1992,11,02,-0.906,,7.178,-8.084,,-4.394,,-3.872,-0.522,,-2.65,,1.656,-4.306,,M,0.762,,M
Streeter,46.71797,-99.46081,1944,1992,11,03,-2.495,,6.9,-9.395,,-4.803,,-4.139,-0.664,,-3.649,,1.378,-5.027,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1992,11,04,-3.997,,6.578,-10.575,,-6.452,,-4.361,-2.091,,-5.224,,1.111,-6.336,,M,0.762,,M
Streeter,46.71797,-99.46081,1944,1992,11,05,-4.031,,6.3,-10.331,,-8.67,,-4.583,-4.087,,-6.351,,0.861,-7.212,,M,0.762,,M
Streeter,46.71797,-99.46081,1944,1992,11,06,-6.624,,5.978,-12.602,,-8.96,,-4.861,-4.099,,-7.792,,0.556,-8.347,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1992,11,07,-2.688,,5.7,-8.388,,-9.05,,-5.089,-3.961,,-5.869,,0.306,-6.174,,M,0.762,,M
Streeter,46.71797,-99.46081,1944,1992,11,08,-0.317,,5.372,-5.689,,-2.856,,-5.356,2.499,,-1.587,,0.011,-1.598,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1992,11,09,1.504,,5.094,-3.591,,-0.676,,-5.578,4.902,,0.414,,-0.239,0.653,,M,0.762,,M
Streeter,46.71797,-99.46081,1944,1992,11,10,0.019,,4.817,-4.798,,-5.281,,-5.8,0.519,,-2.631,,-0.489,-2.142,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1992,11,11,2.673,,4.494,-1.822,,-3.793,,-6.067,2.274,,-0.56,,-0.783,0.223,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1992,11,12,0.43,,4.217,-3.787,,-6.986,,-6.289,-0.697,,-3.278,,-1.033,-2.244,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1992,11,13,-4.906,,3.939,-8.845,,-9.01,,-6.511,-2.499,,-6.958,,-1.283,-5.674,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1992,11,14,-3.939,,3.661,-7.6,,-13.17,,-6.733,-6.437,,-8.554,,-1.539,-7.016,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1992,11,15,0.072,,3.328,-3.256,,-4.438,,-7,2.562,,-2.183,,-1.833,-0.349,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1992,11,16,-0.388,,3.05,-3.438,,-3.933,,-7.217,3.284,,-2.16,,-2.083,-0.077,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1992,11,17,2.52,,2.772,-0.252,,-3.633,,-7.439,3.806,,-0.556,,-2.333,1.777,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1992,11,18,-0.963,,2.494,-3.457,,-2.895,,-7.661,4.766,,-1.929,,-2.583,0.654,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1992,11,19,-0.303,,2.211,-2.514,,-2.832,,-7.883,5.051,,-1.567,,-2.839,1.272,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1992,11,20,-0.082,,1.933,-2.016,,-2.01,,-8.15,6.14,,-1.046,,-3.111,2.065,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1992,11,21,0.014,,1.656,-1.642,,-2.279,,-8.372,6.093,,-1.132,,-3.361,2.229,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1992,11,22,-1.28,,1.378,-2.658,,-5.747,,-8.594,2.847,,-3.513,,-3.611,0.098,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1992,11,23,-1.981,,1.1,-3.081,,-6.933,,-8.817,1.884,,-4.457,,-3.861,-0.596,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1992,11,24,-4.458,,0.822,-5.28,,-6.041,,-9.028,2.987,,-5.249,,-4.106,-1.144,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1992,11,25,-3.725,,0.544,-4.269,,-10.5,,-9.25,-1.25,,-7.112,,-4.356,-2.757,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1992,11,26,-2.072,,0.311,-2.383,,-11.89,,-9.472,-2.418,,-6.981,,-4.578,-2.403,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1992,11,27,0.008,,0.033,-0.026,,-10.75,,-9.694,-1.056,,-5.371,,-4.833,-0.538,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1992,11,28,1.087,,-0.239,1.326,,-9.46,,-9.917,0.457,,-4.186,,-5.078,0.892,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1992,11,29,0.1,,-0.522,0.622,,-7.28,,-10.139,2.859,,-3.59,,-5.328,1.738,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1992,11,30,1.767,,-0.75,2.517,,-15.42,,-10.361,-5.059,,-6.826,,-5.556,-1.271,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1992,12,01,3.06,,-1.028,4.088,,-3.155,,-10.583,7.428,,-0.047,,-5.806,5.758,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1992,12,02,-3.165,,-1.261,-1.904,,-10.63,,-10.806,0.176,,-6.897,,-6.033,-0.864,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1992,12,03,-7.88,,-1.539,-6.341,,-12.17,,-10.983,-1.187,,-10.025,,-6.261,-3.764,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1992,12,04,-11.5,,-1.761,-9.739,,-18.54,,-11.2,-7.34,,-15.02,,-6.478,-8.542,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1992,12,05,-4.186,,-1.994,-2.192,,-17.12,,-11.417,-5.703,,-10.653,,-6.706,-3.947,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1992,12,06,-5.899,,-2.267,-3.632,,-14.25,,-11.633,-2.617,,-10.074,,-6.95,-3.124,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1992,12,07,-8.33,,-2.489,-5.841,,-15.58,,-11.856,-3.724,,-11.955,,-7.172,-4.783,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1992,12,08,-5.164,,-2.722,-2.442,,-17.58,,-12.033,-5.547,,-11.372,,-7.378,-3.994,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1992,12,09,-0.469,,-2.944,2.476,,-12.31,,-12.256,-0.054,,-6.389,,-7.6,1.211,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1992,12,10,-0.753,,-3.167,2.414,,-10.86,,-12.478,1.618,,-5.806,,-7.822,2.016,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1992,12,11,-1.203,,-3.389,2.186,,-9.49,,-12.65,3.16,,-5.346,,-8.022,2.676,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1992,12,12,-4.754,,-3.611,-1.143,,-8.12,,-12.867,4.747,,-6.437,,-8.239,1.802,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1992,12,13,-8.1,,-3.833,-4.267,,-13.2,,-13.039,-0.161,,-10.65,,-8.433,-2.217,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1992,12,14,-7,,-4.056,-2.944,,-11.29,,-13.261,1.971,,-9.145,,-8.661,-0.484,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1992,12,15,-2.49,,-4.228,1.738,,-12.45,,-13.439,0.989,,-7.47,,-8.833,1.363,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1992,12,16,-4.638,E,-4.444,-0.194,E,-18.14,,-13.65,-4.49,,-11.389,E,-9.05,-2.339,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1992,12,17,-9.79,,-4.617,-5.173,,-15.82,,-13.828,-1.992,,-12.805,,-9.222,-3.583,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1992,12,18,-7.96,,-4.783,-3.177,,-15.67,,-13.994,-1.676,,-11.815,,-9.389,-2.426,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1992,12,19,-15.75,,-5,-10.75,,-22.37,,-14.217,-8.153,,-19.06,,-9.606,-9.454,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1992,12,20,-7.28,,-5.167,-2.113,,-20.18,,-14.378,-5.802,,-13.73,,-9.772,-3.958,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1992,12,21,-7.76,,-5.328,-2.432,,-18.95,,-14.544,-4.406,,-13.355,,-9.933,-3.422,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1992,12,22,-9.47,,-5.489,-3.981,,-18.85,,-14.711,-4.139,,-14.16,,-10.1,-4.06,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1992,12,23,-16.02,,-5.656,-10.364,,-26.63,,-14.889,-11.741,,-21.325,,-10.272,-11.053,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1992,12,24,2.535,,-5.767,8.302,,-22.19,,-15.056,-7.134,,-9.827,,-10.411,0.584,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1992,12,25,-14.91,,-5.933,-8.977,,-20.98,,-15.222,-5.758,,-17.945,,-10.578,-7.367,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1992,12,26,-13.01,,-6.044,-6.966,,-20.33,,-15.389,-4.941,,-16.67,,-10.717,-5.953,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1992,12,27,-10.32,,-6.2,-4.12,,-21.06,,-15.544,-5.516,,-15.69,,-10.872,-4.818,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1992,12,28,-20.81,,-6.3,-14.51,,-28.34,,-15.711,-12.629,,-24.575,,-11.006,-13.569,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1992,12,29,-23.05,,-6.411,-16.639,,-28.48,,-15.878,-12.602,,-25.765,,-11.144,-14.621,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1992,12,30,-23.22,,-6.522,-16.698,,-25.49,,-15.989,-9.501,,-24.355,,-11.256,-13.099,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1992,12,31,-24.72,,-6.622,-18.098,,-30.6,,-16.156,-14.444,,-27.66,,-11.389,-16.271,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1993,01,01,-16.52,,-6.728,-9.792,,-30.15,,-16.267,-13.883,,-23.335,,-11.5,-11.835,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1993,01,02,-4.793,,-6.828,2.035,,-16.88,,-16.428,-0.452,,-10.836,,-11.628,0.792,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1993,01,03,-13.51,,-6.883,-6.627,,-22.03,,-16.539,-5.491,,-17.77,,-11.711,-6.059,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1993,01,04,-14.88,,-6.983,-7.897,,-23.89,,-16.65,-7.24,,-19.385,,-11.817,-7.568,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1993,01,05,-16.36,,-7.039,-9.321,,-26.13,,-16.761,-9.369,,-21.245,,-11.9,-9.345,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1993,01,06,-16.98,,-7.094,-9.886,,-25.2,,-16.872,-8.328,,-21.09,,-11.983,-9.107,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1993,01,07,-14.16,,-7.15,-7.01,,-24.34,,-16.983,-7.357,,-19.25,,-12.067,-7.183,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1993,01,08,-16.9,,-7.2,-9.7,,-25.92,,-17.083,-8.837,,-21.41,,-12.144,-9.266,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1993,01,09,-21.21,,-7.244,-13.966,,-29.52,,-17.194,-12.326,,-25.365,,-12.217,-13.148,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1993,01,10,-15.3,,-7.3,-8,,-27.93,,-17.3,-10.63,,-21.615,,-12.3,-9.315,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1993,01,11,-10.65,,-7.3,-3.35,,-17.04,,-17.356,0.316,,-13.845,,-12.328,-1.517,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1993,01,12,-9.85,,-7.35,-2.5,,-11.41,,-17.456,6.046,,-10.63,,-12.406,1.776,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1993,01,13,-10.89,,-7.35,-3.54,,-24.94,,-17.511,-7.429,,-17.915,,-12.433,-5.482,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1993,01,14,-15.2,,-7.394,-7.806,,-27.17,,-17.567,-9.603,,-21.185,,-12.478,-8.707,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1993,01,15,-12.35,,-7.406,-4.944,,-26.72,,-17.622,-9.098,,-19.535,,-12.511,-7.024,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1993,01,16,-7.01,,-7.394,0.384,,-20.43,,-17.678,-2.752,,-13.72,,-12.533,-1.187,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1993,01,17,-11.67,,-7.394,-4.276,,-23.91,,-17.728,-6.182,,-17.79,,-12.561,-5.229,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1993,01,18,-12.4,,-7.394,-5.006,,-19.36,,-17.783,-1.577,,-15.88,,-12.589,-3.291,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1993,01,19,-2.515,,-7.394,4.879,,-18.89,,-17.783,-1.107,,-10.702,,-12.589,1.887,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1993,01,20,-4.822,,-7.394,2.572,,-10.33,,-17.783,7.453,,-7.576,,-12.589,5.013,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1993,01,21,1.891,,-7.339,9.23,,-9.15,,-17.828,8.678,,-3.629,,-12.583,8.954,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1993,01,22,0.407,,-7.339,7.746,,-11.81,,-17.833,6.023,,-5.701,,-12.589,6.888,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1993,01,23,-5.12,,-7.294,2.174,,-15.47,,-17.833,2.363,,-10.295,,-12.567,2.272,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1993,01,24,-10.12,,-7.239,-2.881,,-19.09,,-17.833,-1.257,,-14.605,,-12.539,-2.066,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1993,01,25,2.867,,-7.239,10.106,,-19.13,,-17.778,-1.352,,-8.131,,-12.511,4.38,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1993,01,26,1.418,,-7.183,8.601,,-7.36,,-17.778,10.418,,-2.971,,-12.478,9.507,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1993,01,27,0.407,,-7.128,7.535,,-8.36,,-17.722,9.362,,-3.976,,-12.422,8.446,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1993,01,28,-2.731,,-7.083,4.352,,-22.99,,-17.711,-5.279,,-12.861,,-12.394,-0.466,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1993,01,29,-6.17,,-7.028,0.858,,-22.57,,-17.656,-4.914,,-14.37,,-12.339,-2.031,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1993,01,30,3.596,,-6.922,10.518,,-8.51,,-17.6,9.09,,-2.457,,-12.261,9.804,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1993,01,31,2.948,,-6.867,9.814,,-2.953,,-17.5,14.547,,-0.002,,-12.183,12.181,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1993,02,01,3.111,,-6.811,9.922,,-6.55,,-17.444,10.894,,-1.719,,-12.128,10.408,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1993,02,02,4.288,,-6.711,10.999,,-6.708,,-17.378,10.67,,-1.21,,-12.044,10.834,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1993,02,03,0.636,,-6.656,7.292,,-9.34,,-17.278,7.938,,-4.352,,-11.967,7.615,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1993,02,04,1.432,,-6.556,7.988,,-11.92,,-17.167,5.247,,-5.244,,-11.861,6.617,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1993,02,05,-2.933,,-6.444,3.512,,-8.88,,-17.056,8.176,,-5.906,,-11.75,5.844,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1993,02,06,-0.729,,-6.339,5.61,,-9.07,,-16.944,7.874,,-4.899,,-11.644,6.745,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1993,02,07,-5.345,,-6.228,0.883,,-9.66,,-16.833,7.173,,-7.502,,-11.533,4.031,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1993,02,08,-6.234,,-6.117,-0.117,,-9.12,,-16.667,7.547,,-7.677,,-11.394,3.718,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1993,02,09,-0.992,,-6.017,5.024,,-13.32,,-16.556,3.236,,-7.156,,-11.283,4.127,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1993,02,10,-13.35,,-5.856,-7.494,,-18.1,,-16.389,-1.711,,-15.725,,-11.122,-4.603,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1993,02,11,-10.5,,-5.739,-4.761,,-16.57,,-16.222,-0.348,,-13.535,,-10.978,-2.557,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1993,02,12,-4.156,,-5.578,1.422,,-19.31,,-16.1,-3.21,,-11.733,,-10.839,-0.894,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1993,02,13,-9,,-5.467,-3.533,,-20.19,,-15.933,-4.257,,-14.595,,-10.7,-3.895,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1993,02,14,-10.71,,-5.3,-5.41,,-24.41,,-15.722,-8.688,,-17.56,,-10.511,-7.049,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1993,02,15,-16.55,,-5.144,-11.406,,-26.9,,-15.556,-11.344,,-21.725,,-10.35,-11.375,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1993,02,16,-21.31,,-4.978,-16.332,,-27.777,E,-15.378,-12.399,E,-24.543,E,-10.178,-14.366,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1993,02,17,-17.82,,-4.811,-13.009,,-26.184,E,-15.167,-11.018,E,-22.002,E,-9.989,-12.013,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1993,02,18,-9.63,,-4.633,-4.997,,-23.36,,-14.989,-8.371,,-16.495,,-9.811,-6.684,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1993,02,19,-10.73,,-4.467,-6.263,,-19.62,,-14.767,-4.853,,-15.175,,-9.617,-5.558,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1993,02,20,-11.85,,-4.256,-7.594,,-15.96,,-14.544,-1.416,,-13.905,,-9.4,-4.505,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1993,02,21,-12.26,,-4.078,-8.182,,-17.98,,-14.322,-3.658,,-15.12,,-9.2,-5.92,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1993,02,22,-12.23,,-3.856,-8.374,,-31.065,E,-14.089,-16.976,E,-21.648,E,-8.972,-12.676,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1993,02,23,-15.08,,-3.633,-11.447,,-30.471,E,-13.867,-16.604,E,-22.776,E,-8.75,-14.026,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1993,02,24,-10.56,,-3.411,-7.149,,-27.261,E,-13.644,-13.617,E,-18.911,E,-8.528,-10.383,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1993,02,25,-9.753,E,-3.189,-6.564,E,-23.038,E,-13.411,-9.627,E,-16.395,E,-8.3,-8.095,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1993,02,26,-8.611,E,-2.956,-5.656,E,-21.849,E,-13.183,-8.666,E,-15.23,E,-8.067,-7.163,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1993,02,27,-4.847,E,-2.733,-2.113,E,-18.936,E,-12.911,-6.025,E,-11.891,E,-7.822,-4.069,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1993,02,28,1.941,E,-2.5,4.441,E,-8.695,E,-12.683,3.988,E,-3.377,E,-7.589,4.212,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1993,03,01,3.345,,-2.222,5.567,,-8.71,,-12.406,3.696,,-2.682,,-7.311,4.629,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1993,03,02,1.797,,-1.994,3.792,,-11.29,,-12.172,0.882,,-4.746,,-7.083,2.337,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1993,03,03,0.788,,-1.717,2.504,,-10.05,,-11.894,1.844,,-4.631,,-6.806,2.174,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1993,03,04,2.7,,-1.439,4.139,,-8.43,,-11.661,3.231,,-2.865,,-6.55,3.685,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1993,03,05,4.222,,-1.194,5.417,,-9.16,,-11.383,2.223,,-2.469,,-6.289,3.82,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1993,03,06,3.357,,-0.922,4.279,,-1.18,,-11.156,9.976,,1.089,,-6.039,7.128,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1993,03,07,2.264,,-0.633,2.897,,-1.779,,-10.878,9.099,,0.243,,-5.756,5.998,,M,0.508,,M
